Category Id,HSN/SAC ,Category,CGST,SGST,IGST
2190,3307    41 00,"Agarbatti,    lobhan, dhoop batti, dhoop, sambraani",2.50%,2.50%,5%
2191,3402,"Sulphonated    castor oil, fish oil or sperm oil",2.50%,2.50%,5%
2192,3816,Dolomite    ramming mix,2.50%,2.50%,5%
2193,386,"Bio-diesel † † supplied † †    to † † Oil † † Marketing † †    Companies † † for
      blending with High Speed Diesel",2.50%,2.50%,5%
2194,4001,"Natural † rubber, †    balata, † gutta-percha, † guayule, †    chicle † and similar natural    gums, in primary forms or in plates, sheets
      or strip",2.50%,2.50%,5%
2195,4004    00 00,"Waste,    parings or scrap of rubber (other than hard rubber)",2.50%,2.50%,5%
2196,4011    30 00,"New † † pneumatic † †    tyres, † † of † † rubber † †    of † † a † † kind † †    used † † on aircraft",2.50%,2.50%,5%
2197,"4011,    4013","Pneumatic    tyres or inner tubes, of rubber, of a kind used on † / †    in † bicycles, † cycle †    -rickshaws † and † three †    wheeled
      powered cycle rickshaws",2.50%,2.50%,5%
2198,4016,Erasers,2.50%,2.50%,5%
2199,4017,Waste    or scrap of hard rubber,2.50%,2.50%,5%
2200,4101,"Raw † hides †    and † skins † of †    bovine † (including † buffalo) †    or equine † animals † (fresh, †    or † salted, † dried, †    limed, † pickled † or otherwise preserved, but not tanned,    parchment-dressed or
      further prepared), whether or not dehaired or split",2.50%,2.50%,5%
2201,4102,"Raw † skins †    of † sheep † or †    lambs † (fresh, † or †    salted, † dried, limed, † pickled †    or † otherwise † preserved, †    but † not † tanned, parchment-dressed † or †    further † prepared), † whether †    or † not
      with wool on or split",2.50%,2.50%,5%
2202,4103,"Other † raw †    hides and † skins (fresh, † or †    salted, † dried, † limed, pickled † † † or † † †    otherwise † † † preserved, † † † but † † †    not † † † tanned,    parchment-dressed † or † further †    prepared), † whether † or †    not
      dehaired or split",2.50%,2.50%,5%
2203,4104,"Tanned † or †    crust † hides † and †    skins † of † bovine †    (including
      buffalo) or equine animals, without hair on, whether or not split, but not    further prepared",2.50%,2.50%,5%
2204,4105,"Tanned    or crust skins of sheep or lambs, without wool on,
      whether or not split, but not further prepared",2.50%,2.50%,5%
2205,4106,"Tanned    or crust hides and skins of other animals, without
      wool † or † hair †    on, † whether † or †    not † split, † but †    not † further prepared",2.50%,2.50%,5%
2206,4401,"Wood    in chips or particles; sawdust † and    wood waste and scrap, † whether † or †    not † agglomerated † in †    logs, † briquettes,
      pellets or similar forms",2.50%,2.50%,5%
2207,4501,"Natural    cork, raw or simply prepared",2.50%,2.50%,5%
2208,"4601,    4602","Manufactures    of straw, † of esparto † or †    of other † plaiting materials;    basketware and wickerwork",2.50%,2.50%,5%
2209,4707,Recovered    waste or scrap of paper or paperboard],2.50%,2.50%,5%
2210,4801,"Newsprint,    in rolls or sheets",2.50%,2.50%,5%
2211,4823,"Kites,    Paper mache articles",2.50%,2.50%,5%
2212,4901,"Brochures,    leaflets and similar printed matter, whether or
      not in single sheets",2.50%,2.50%,5%
2213,"5004    to
      5006",Silk    yarn,2.50%,2.50%,5%
2214,5007,Woven    fabrics of silk or of silk waste,2.50%,2.50%,5%
2215,5104,"Garneted † stock of wool or of † fine †    or † coarse † animal †    hair,
      shoddy wool",2.50%,2.50%,5%
2216,5105,"Wool    and fine or coarse animal hair, carded or combed",2.50%,2.50%,5%
2217,5106    to 5110,Yarn    of wool or of animal hair,2.50%,2.50%,5%
2218,"5111    to
      5113",Woven    fabrics of wool or of animal hair,2.50%,2.50%,5%
2219,"5201    to
      5203",Cotton    and Cotton waste,2.50%,2.50%,5%
2220,5204,"Cotton    sewing thread, whether or not put up for retail sale",2.50%,2.50%,5%
2221,"5205    to
      5207",Cotton    yarn [other than khadi yarn],2.50%,2.50%,5%
2222,"5208    to
      5212",Woven    fabrics of cotton,2.50%,2.50%,5%
2223,5301,"All    goods i.e. flax, raw or processed but not spun; flax tow
      and waste (including yarn waste and garneted stock)",2.50%,2.50%,5%
2224,5302,"True hemp    (Cannabis sativa L), raw or processed but not
      spun; tow † and † waste †    of true † hemp † (including †    yarn waste and garneted stock)",2.50%,2.50%,5%
2225,5303,"All    goods i.e. textile bast fibres [other than jute fibres, raw or processed but    not spun]; tow and waste of these fibres
      (including yarn waste and garneted stock)",2.50%,2.50%,5%
2226,"5305    to
      5308","All    goods other than coconut coir fibre] including yarn of flax, † jute, other textile † bast †    fibres, † other † vegetable textile fibres; paper yarn,    [including coir pith compost pre-packaged and labelled.",2.50%,2.50%,5%
2227,"5309    to
      5311","Woven    fabrics of other vegetable textile fibres, paper yarn",2.50%,2.50%,5%
2228,"5407,    5408",Woven    fabrics of manmade textile materials,2.50%,2.50%,5%
2229,"5512    to
      5516",Woven    fabrics of manmade staple fibres,2.50%,2.50%,5%
2230,5605    00 10,"Real    zari thread † (gold) † and †    silver † thread, † combined †    with
      textile thread",2.50%,2.50%,5%
2231,5607,"Jute    twine, coir cordage or ropes",2.50%,2.50%,5%
2232,5608,"Knotted    netting of twine, cordage or rope; made up fishing
      nets and other made up nets, of textile materials",2.50%,2.50%,5%
2233,5609,Products    of coir,2.50%,2.50%,5%
2234,"5702,
      5703,
      5705","Coir † † mats, † †    matting, † † floor † † covering † †    and † † handloom durries",2.50%,2.50%,5%
2235,5801,All    goods,2.50%,2.50%,5%
2236,5806,"Narrow    woven fabrics, other than goods of heading 5807; narrow fabrics consisting of    warp without weft assembled
      by means of an adhesive (bolducs)",2.50%,2.50%,5%
2237,5808,Saree    fall,2.50%,2.50%,5%
2238,"5809,    5810","Embroidery    or zari articles, that is to say,- imi, zari, kasab, salma, † dabka, †    chumki, † † gota, † sitara, †    naqsi, † kora, † glass
      beads, badla, † gizai",2.50%,2.50%,5%
2239,60,Knitted    or crocheted fabrics [All goods],2.50%,2.50%,5%
2240,"61    or 6501
      or 6505","Article † of †    apparel † and † clothing †    accessories † or † cap/topi, knitted or crocheted, of sale    value not exceeding Rs 1000
      per piece",2.50%,2.50%,5%
2241,62,"Articles    of apparel and clothing accessories, not knitted or crocheted, of sale value    not exceeding Rs. 1000 per piece",2.50%,2.50%,5%
2242,"63 † [other than 6305 32
      00, 6309]","Other † made †    up † textile † articles, †    sets, † of † sale †    value † not exceeding Rs. 1000    per piece",2.50%,2.50%,5%
2243,"6309    or
      6310",Worn    clothing and other worn articles; rags,2.50%,2.50%,5%
2244,6602    00 00,Walking-sticks    including seat sticks,2.50%,2.50%,5%
2245,7001,Cullet    or other waste or scrap of glass,2.50%,2.50%,5%
2246,7018,Glass    beads.,2.50%,2.50%,5%
2247,"8407    10 00,
      8411",Aircraft    engines,2.50%,2.50%,5%
2248,"8413,    8413
      91",Hand    pumps and parts thereof,2.50%,2.50%,5%
2249,8504,"Charger † † or † †    charging † † station † † for † †    Electrically † † operated
      vehicles",2.50%,2.50%,5%
2250,87,"Electrically † operated †    vehicles, † including † two †    and † three wheeled electric    vehicles. Explanation .- For the purposes of † †    this † † entry, † †  ÄúElectrically † † operated † †    vehicles Äù † † means vehicles which    are run solely on electrical energy derived from † an †    external † source † or †    from † one † or †    more † electrical
      batteries fitted to † such road    vehicles and shall include E- bicycles.",2.50%,2.50%,5%
2251,8713,"Carriages † for †    disabled † persons, † whether †    or not † motorised
      or otherwise mechanically propelled",2.50%,2.50%,5%
2252,8714    20,Parts    and accessories of carriage for disabled persons],2.50%,2.50%,5%
2253,88    or Any other chapter,"Scientific † † † † † and † † † † †    technical † † † † † instruments, † † † † † apparatus, equipment, † accessories, † parts, †    components, † spares, † tools, mock †    ups † and † modules, †    raw † material † and †    consumables
      required for launch vehicles and satellites and payloads",2.50%,2.50%,5%
2254,"8802    or
      8806","Other † † aircraft † †    (for † † example, † † helicopters, † † aeroplanes)
      except † the † items †    covered † in † Sl. †    No. † 383 † in †    Schedule † III, other than for    personal use",2.50%,2.50%,5%
2255,8807,"Parts of goods    of heading 8802 or 8806 (except parts of
      items covered in Sl. No. 383 in Schedule III)",2.50%,2.50%,5%
2256,8901,"Cruise † ships, †    excursion † boats, † ferry-boats, † cargo †    ships, barges and similar †    vessels † for the transport of    persons or
      goods",2.50%,2.50%,5%
2257,8902,"Fishing † † vessels; † †    factory † † ships † † and † †    other † † vessels † † for
      processing or preserving fishery products",2.50%,2.50%,5%
2258,8904,Tugs    and pusher craft,2.50%,2.50%,5%
2259,8905,"Light-vessels, † † fire-floats, † dredgers, †    floating † cranes † and other †    vessels † the † navigability † of †    which † is † subsidiary †    to their † † † main † † † function; † † † floating † † † docks; † † †    floating † † † or
      submersible drilling or production platforms",2.50%,2.50%,5%
2260,8906,"Other    vessels, including warships and lifeboats other than
      rowing boats",2.50%,2.50%,5%
2261,8907,"Other    floating structures (for example, rafts, tanks, coffer-
      dams, landing-stages, buoys and beacons)",2.50%,2.50%,5%
2262,Any    chapter,"Parts    of goods of headings 8901, 8902, 8904, 8905, 8906,
      8907",2.50%,2.50%,5%
